name;overview;number_of_episodes;number_of_seasons;poster_path;genres
Soul of a Nation;A unique window into authentic realities of Black life and dive deeper into this critical moment of racial reckoning. Each episode explores a specific theme including spirituality, Black joy, activism in sports and the racial reckoning that erupted after George Floyd's death.;6;1;/bdKjaDJdo2mib1BEMEBWeASJJFO.jpg;Documentary 
UnDeadwood;In the town of Deadwood, where rumors of supernatural happenings and illegal mining activity have come to a head, five strangers are hired to investigate, fight an evil they've never encountered and save their very souls in the process.;4;1;/b1JKxAEc3LdsooIhrotSpcaiT4w.jpg;Western Action & Adventure
Black Panthers;Criticized, admired and feared: The Black Panther Party, founded in California in 1967, declared violent wars against racism and oppression. The two-part documentary looks behind the scenes of the legendary group, which emerged as a mouthpiece for African Americans during a time of social upheaval and soon attracted worldwide attention, but also the resentment of the government.;2;1;/7okKczRohIgfSR8C9C9XvEbuoJL.jpg;Documentary 
Crash Course European History;John Green is teaching history again. This time, we're looking at the history of Europe in 50 episodes. We'll start at the tail end of the so called Middle Ages, and look at how Europe's place in the world has developed and changed in the last 700 years or so.;50;1;/bhT9NuOX16fSxNMXMBykStQdfxq.jpg;Documentary 
Lorraine Pascale: How to be a Better Cook;With plenty of deceptively easy recipes and fantastic tips, Lorraine Pascale shows people with no kitchen confidence how to pull off an impressive meal for friends and family.;6;1;/xDOutZOvxoOZXfIa1VqPJmfMmWy.jpg;Family 
Q: Into the Storm;A three-year investigation chronicles the evolution of “Q” in real time, with access to key players, along with an examination of how the anonymous character uses conspiracy theories and information warfare to influence politics.;6;1;/928q6AQq2xuxXdtHSlzboK8IjLc.jpg;Documentary 
Unseamly: The Investigation of Peter Nygård;An investigation into multiple allegations of sexual assault and sex trafficking brought against the fashion mogul.;4;1;/k5fri7uJFNrt8N2LoUw7bzHsPQx.jpg;Documentary 
Fall River;In 1979, three young women were killed in a streak of brutal murders in Fall River, MA, allegedly by a satanic cult practicing human sacrifice. Twenty years later, new evidence has surfaced and shed light on murders that were thought to have been solved.;4;1;/toydARbqycQsHl98sy5BA5nDwEZ.jpg;Documentary 
Calls;Told through a series of interconnected phone conversations, this groundbreaking series chronicles the mysterious story of a group of strangers whose lives are thrown into disarray in the lead-up to an apocalyptic event.;9;1;/lzb4SwMTwNZPaifi0qDc9U0imzG.jpg;Mystery Drama Sci-Fi & Fantasy 
How to Build... Everything;Welcome to the do-it-yourself instruction manual for humanity’s greatest modern-day inventions. You will need: a ton of curiosity, a healthy dose of awe and a sense of humor. Sit back and join an awesome cast of brilliant scientists (and people who just love science) on HOW TO BUILD… EVERYTHING while they break down the most complicated tech and machines into a few simple steps. Structured in the spirit of a home installation guide, each half hour episode of HOW TO BUILD… EVERYTHING breaks down the step-by-step process behind some of the world’s most complex apparatuses in a way that armchair engineers and curious minds can follow. From an Apache helicopter to a hovercraft, a cruise ship or a satellite, each episode features three machines as part of a tongue-in-cheek instruction manual.;12;1;/e7HHVndwAJHyZtNQgY8BkVQE0vG.jpg;Documentary 
Standing on Sacred Ground;Indigenous people resist government mega-projects, consumer culture, competing religions, resource extraction and climate change in this four-part documentary series. In the US and around the world, native communities share ecological wisdom and spiritual reverence while battling a utilitarian view of land.;4;1;/6xU4IPQ9Ij6XPj9IMvP129ixCEe.jpg;Documentary 
Worn Stories;In this funny, heartfelt and moving docuseries, real people unpack the fascinating and quirky stories around their most meaningful pieces of clothing.;8;1;/mDwYQ4MJ92hWtk8lTurUnJHSAJs.jpg;Documentary 
Undiscovered Vistas;Across the globe lie a number of little-known, breathtaking natural settings. Get acquainted with these areas of outstanding natural beauty, their native wildlife, and the unique historical forces that shape them.;17;3;/wuNEwcQRTXqBgpC3dd7FMbnMdXY.jpg;Documentary 
Demi Lovato: Dancing with the Devil;Demi Lovato holds nothing back in this powerful four part documentary series exploring every aspect that led to their nearly fatal overdose in 2018, and their awakenings in the aftermath. Director Michael D. Ratner is granted unprecedented access to the superstar’s personal and musical journey during the most trying time of their life as they unearth their prior traumas and discovers the importance of their physical, emotional, and mental health. Far deeper than an inside look beyond the celebrity surface, this is an intimate portrait of addiction, and the process of healing and empowerment.;4;1;/4I9dSghniR15CvdrFVwoU6BI4EM.jpg;Documentary 
This Is a Robbery: The World's Biggest Art Heist;In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.;4;1;/bB6pGUAAyI41SMuD08Wk9YQ8Yac.jpg;Documentary Crime
The Chameleon Killer;Deep in the woods of New Hampshire, police find barrels with the remains of mutilated victims. The hunt for a serial killer stretches to California as detectives unravel a tangled web of abuse and murder.;2;1;/pAKZ58tsXkVX3lzGYG9DgFnv9ZN.jpg;Documentary Crime
Nothing to Report;Nothing to Report follows the adventures of Chance Blackstreet and Moses Packard, two cops who always get the job done, but not before they deal with their emotional baggage.;6;1;/utouf73haO2oUZiFXB7w05sYMgn.jpg;Comedy 
Just Beyond;Middle school feels like the worst place imaginable, but for Jess, Josh, and Marco, their school may actually be the worst place in this world…or any other!;8;1;/yByXllpVtTfDf2wT0qe1MSGdRFa.jpg;Family Comedy
Expedition: Back to the Future;"Josh Gates goes on the adventure of a lifetime when he and Christopher Lloyd set off to track down the most iconic movie car in Hollywood history, The DeLorean Time Machine from ""Back to the Future,"" and deliver the vehicle to Michael J. Fox.";4;1;/5b0XqGhFxLYUXwTNRvGO0vU2pO6.jpg;Comedy Documentary
Confronting a Serial Killer;The timely story of the unprecedented relationship between acclaimed New York Times best-selling author and memoirist Jillian Lauren and the most prolific serial killer in American history, Samuel Little, and her race against time to identify his victims before it's too late. As she slips deeper into his sordid world, Jillian realizes that she may become, psychologically, Little's last victim.;5;1;/ioL88iGckwYib3O5WFxT0ehwRua.jpg;Documentary Crime
SpongeBob DocuPants;Imagine classic SpongeBob moments being told through the lens of documentary shows like E! True Hollywood Stories, Dateline, Behind the Music etc. Each episode takes an overly dramatic look into classic SpongeBob storylines.;8;1;/fxB8pHdIri8U1pcrEhIV4qh3Etv.jpg;Kids Documentary
Headspace Guide to Sleep;Learn how to sleep better with Headspace. Each episode unpacks misconceptions, offers friendly tips and concludes with a guided wind-down;7;1;/j2GiaMo878GH56c5QYV7BFXFFGP.jpg;Documentary Animation
John Wayne Gacy: Devil in Disguise;The chilling story of one of the world’s most notorious serial killers told through the words of Gacy himself, those who were forever changed by his unspeakable deeds and those who believe that the full truth remains concealed to this day.;6;1;/3LZHmVND6WyY0bhoLlyWPRl5Pa1.jpg;Documentary 
The Director's Chair;Robert Rodriguez sits down with the industry's most iconic directors and engages in a revealing and unexpected exchange about the world of filmmaking.;13;1;/9G7qbDe5KgFQDDDFbjPWFQAIJpq.jpg;Talk 
Filthy Rich;To Kendra, it's the fanciest night of the year. To everyone else, it's the worst birthday party they've ever been to. Not because of the secrets, lies, or tragedy, but because of the lack of alcohol and the inadequate entertainment.;9;1;/qgKNAWNGuvqhYGK5pVPBjbsqyDc.jpg;Comedy Mystery
The Dropout;The story of Elizabeth Holmes, the enigmatic Stanford dropout who founded medical testing start-up Theranos. Lauded as a Steve Jobs for the next tech generation and once worth billions of dollars, the myth crumbled when it was revealed that none of the tech actually worked, putting thousands of people's health in grave danger.;8;1;/9SkOJF92FE0H1UXeOgLz7lAnoMb.jpg;Drama 
The Last Unknown;Nature Photographer Ian Shive uncovers the mysteries of America's unexplored National Wildlife Refuge System and one of the least known national parks.;4;1;/zwZTFn1wPZCxOJfJdi5VL7IRxN2.jpg;Documentary 
Moment of Truth;The never-before-seen story behind the murder of Michael Jordan's father, James Jordan.;5;1;/tUxepWlUFrWstREzC1Sfq5L4v0w.jpg;Crime Documentary
Pride;Six renowned LGBTQ+ directors explore heroic and heartbreaking stories that define America as a nation. The limited series spans the FBI surveillance of homosexuals during the 1950s Lavender Scare to the “Culture Wars” of the 1990s and beyond, exploring the queer legacy of the Civil Rights movement and the battle over marriage equality.;6;1;/k8rIxb9viEJqY3Un7gpTdxxFPlO.jpg;Documentary Drama
The Staircase;An exploration of the life of Michael Peterson, his sprawling North Carolina family, and the suspicious death of his wife, Kathleen Peterson.;8;1;/jiAcdCyf1UbWYBImcNtVeLW0pRj.jpg;Drama Crime
JANET JACKSON.;The documentary takes viewers through Janet Jackson's life and career, contain never-before-seen footage, and feature home videos from the legendary artist. Jackson discusses her controversial 2004 Super Bowl halftime show performance with Justin Timberlake, her father Joe Jackson, the death of her brother Michael Jackson, and more.;4;1;/jQniNP1XSYvSk2qTU8PGe9kL4Lm.jpg;Documentary 
Batman Adventures: Mad Love;"Harley Quinn is one of the most dangerous criminals in the world. She's also head over heels in love with the Clown Prince of Crime -- the Joker! And to prove her love for her ""Puddin,"" she's going to need to do something awfully special. Something along the lines of... KILLING BATMAN!";7;1;/w49q1l08G9ed0vMMWd8qq27kmiw.jpg;Animation Action & Adventure
The Chicken Squad;Follows a trio of young chicken siblings—Coop, Sweetie and Little Boo—and theirretired search and rescue dog mentor, Captain Tully. Together, they team up on problem-solving adventures in their backyard to help their animal friends, while modeling what it means to be good community helpers and finding the joy in assisting others.;58;1;/zVEZ4yEnXuq0pSjmaKYBHOBXT4X.jpg;Animation Comedy Kids 
The Sons of Sam: A Descent Into Darkness;The Son of Sam case grew into a lifelong obsession for journalist Maury Terry, who became convinced that the murders were linked to a satanic cult.;4;1;/jtswwFmnOv14Li1hdry8tZiZ4Mk.jpg;Documentary Crime
Randy to the Rescue;Randy is taking his head-to-hem bridal beauty show on the road! He'll be traveling to eight cities across the U.S. to consult with brides and make their wedding fantasies come true. While eager brides will be line-up around city blocks, Randy will focus on a few lucky brides-to-be who will get the full treatment.;18;2;/ykHqNUnCtOVZUOODI9xFLr158Om.jpg;Reality 
Star Wars: Go Rogue;A stop motion animated Star Wars series, created by fans and Lucasfilm, to introduce the new Rogue One action figures from Tongal. The shorts follow the Rogue One character’s adventures throughout the galaxy as they battle the Empire.;4;1;/2k26Jwxk1zZkvX0KcdpjRbUzM4s.jpg;Animation Sci-Fi & Fantasy Comedy Kids
